Prompt,Classification
Tell a story about a robot exploring East Ronald in the year 3025.,Chat_story
Solve the differential equation: dy/dx = x² + 3x + 2.,Math
What makes casual greetings unique in Uruguay?,Chat_casual
Write a story about a detective in Port Tyler who uncovers a time portal.,Chat_story
I'm anxious before public speaking — what can help?,Chat_emotional_support
Is investing in crypto a safe move in 2021?,Chat_advice
Summarize a 20-page report on fusion energy into 150 words.,Summarization
Summarize the pros and cons of universal basic income.,Summarization
Generate an image of a futuristic forest lit by bioluminescent plants.,Image Gen / Vision
Classify the following content as news or opinion article.,Classification
What’s an imaginative way to mix quantum mechanics and poetry?,Miscellaneous
How do I deal with burnout when pursuing my passion?,Chat_emotional_support
Translate 'Time heals everything' into Polish.,Translation
Give a TL;DR of the 2023 AI regulations in Europe.,Summarization
Evaluate the integral of sin(x)cos(x) from 0 to π.,Math
"What are the eigenvalues of a matrix [[3, 1], [1, 3]]?",Math
How could philosophy influence the creation of virtual worlds?,Miscellaneous
Classify this message as spam or not: 'You’ve won a free iPhone!'.,Classification
Is investing in crypto a safe move in 2022?,Chat_advice
Tell me a fun fact about daily life in Lithuania.,Chat_casual
Write a story about a detective in Katieland who uncovers a time portal.,Chat_story
Translate 'Time heals everything' into Herero.,Translation
Should I leave a stable job to start a business in Micronesia?,Chat_advice
How do you say 'Never give up' in Fijian?,Translation
What’s a social custom in Ireland that confuses foreigners?,Chat_casual
Tell a story about a robot exploring Eugeneview in the year 3025.,Chat_story
Explain why this recursion in quicksort might cause a stack overflow.,Code Explanation / Debug
Tell me a fun fact about daily life in Lesotho.,Chat_casual
Why do people in Oman avoid eye contact in conversation?,Chat_casual
What’s a social custom in Czech Republic that confuses foreigners?,Chat_casual
Is this review positive or negative? 'Worst app experience ever!',Classification
How do you say 'Never give up' in Thai?,Translation
Describe a dream where someone wakes up in Davisstad during a zombie apocalypse.,Chat_story
Create an image of a robot walking through ancient ruins.,Image Gen / Vision
Why is this Python dictionary lookup returning a KeyError?,Code Explanation / Debug
Translate 'Courage is contagious' into Luxembourgish.,Translation
Tell me a fun fact about daily life in Ukraine.,Chat_casual
Would moving to Latvia for a tech job be worth the culture shock?,Chat_advice
Fix the bug in this Java loop that leads to infinite execution.,Code Explanation / Debug
Condense an article on climate change in the Arctic.,Summarization
"Give me the French version of 'Stay hungry, stay foolish.'",Translation
Imagine a lost traveler in Port Dorothyview with a magical compass — narrate their journey.,Chat_story
Describe a dream where someone wakes up in West Cameron during a zombie apocalypse.,Chat_story
What’s the Laplace transform of e^(-2t)sin(3t)?,Math
What can I do when I feel socially isolated at college?,Chat_emotional_support
How do you say 'Never give up' in South Ndebele?,Translation
Translate 'Courage is contagious' into Hiri Motu.,Translation
Tell a story about a robot exploring East Victoriaport in the year 3025.,Chat_story
I feel like a failure after my job rejection. What should I do?,Chat_emotional_support
Would moving to Seychelles for a tech job be worth the culture shock?,Chat_advice
What’s a social custom in Isle of Man that confuses foreigners?,Chat_casual
Design a museum exhibit that combines blockchain and ancient artifacts.,Miscellaneous
Should I take a sabbatical to explore other career options?,Chat_advice
Tell a story about a robot exploring Port Dorothyview in the year 3025.,Chat_story
Tell me a fun fact about daily life in Uruguay.,Chat_casual
What would an AI-designed zoo look like in 2050?,Miscellaneous
Determine the tone of this tweet: 'Great. Another Monday...'.,Classification
Imagine a medieval city floating in the sky — describe or draw it.,Image Gen / Vision
What makes casual greetings unique in Denmark?,Chat_casual
"How do you say 'Never give up' in Sotho, Southern?",Translation
Write a story about a detective in Knightchester who uncovers a time portal.,Chat_story
Describe what you see in this image: [image of a neon dragon cityscape],Image Gen / Vision
Imagine a lost traveler in Grayland with a magical compass — narrate their journey.,Chat_story
How do you say 'Never give up' in Kinyarwanda?,Translation
Describe a dream where someone wakes up in Jeffville during a zombie apocalypse.,Chat_story
Translate 'Time heals everything' into Tonga.,Translation
Imagine a lost traveler in Campbellborough with a magical compass — narrate their journey.,Chat_story
Imagine a lost traveler in Vargasstad with a magical compass — narrate their journey.,Chat_story
What makes casual greetings unique in Israel?,Chat_casual
What’s a social custom in Latvia that confuses foreigners?,Chat_casual
Describe a dream where someone wakes up in Simmonsburgh during a zombie apocalypse.,Chat_story
What’s a social custom in Panama that confuses foreigners?,Chat_casual
Describe a dream where someone wakes up in Lake Christopherchester during a zombie apocalypse.,Chat_story
What makes casual greetings unique in Faroe Islands?,Chat_casual
Would moving to Falkland Islands (Malvinas) for a tech job be worth the culture shock?,Chat_advice
Describe a dream where someone wakes up in Port Deborah during a zombie apocalypse.,Chat_story
Explain this C++ code for implementing a doubly linked list.,Code Explanation / Debug
Should I leave a stable job to start a business in Holy See (Vatican City State)?,Chat_advice
Is investing in crypto a safe move in 2024?,Chat_advice
Tell a story about a robot exploring West Cameron in the year 3025.,Chat_story
Tell a story about a robot exploring South Stevenville in the year 3025.,Chat_story
Imagine a lost traveler in Joshuabury with a magical compass — narrate their journey.,Chat_story
Is investing in crypto a safe move in 2029?,Chat_advice
Is investing in crypto a safe move in 2030?,Chat_advice
How do you say 'Never give up' in Luxembourgish?,Translation
Describe a dream where someone wakes up in Ericville during a zombie apocalypse.,Chat_story
What’s a social custom in Eritrea that confuses foreigners?,Chat_casual
Should I leave a stable job to start a business in Kazakhstan?,Chat_advice
Translate 'Time heals everything' into Sindhi.,Translation
Translate 'Time heals everything' into Croatian.,Translation
Why do people in Gabon avoid eye contact in conversation?,Chat_casual
Write a story about a detective in West Paulaville who uncovers a time portal.,Chat_story
What’s a social custom in United Kingdom that confuses foreigners?,Chat_casual
How do you say 'Never give up' in Bashkir?,Translation
What’s a social custom in Jersey that confuses foreigners?,Chat_casual
Write a story about a detective in North Patrick who uncovers a time portal.,Chat_story
Tell me a fun fact about daily life in Canada.,Chat_casual
How do you say 'Never give up' in Japanese?,Translation
Translate 'Time heals everything' into Armenian.,Translation
Why do people in Cote d'Ivoire avoid eye contact in conversation?,Chat_casual
Describe a dream where someone wakes up in North Pamela during a zombie apocalypse.,Chat_story
Describe a dream where someone wakes up in Port Amberborough during a zombie apocalypse.,Chat_story
Describe a dream where someone wakes up in Leblancborough during a zombie apocalypse.,Chat_story
Translate 'Time heals everything' into Quechua.,Translation
Tell a story about a robot exploring South Ryan in the year 3025.,Chat_story
Should I leave a stable job to start a business in Greece?,Chat_advice
Why do people in Eritrea avoid eye contact in conversation?,Chat_casual
Imagine a lost traveler in Lake Mollyview with a magical compass — narrate their journey.,Chat_story
Describe a dream where someone wakes up in West Kyleshire during a zombie apocalypse.,Chat_story
Why do people in Paraguay avoid eye contact in conversation?,Chat_casual
Would moving to Ethiopia for a tech job be worth the culture shock?,Chat_advice
What makes casual greetings unique in Tokelau?,Chat_casual
How do you say 'Never give up' in Quechua?,Translation
Write a story about a detective in Christinashire who uncovers a time portal.,Chat_story
Write a story about a detective in East Anthonyfurt who uncovers a time portal.,Chat_story
How do you say 'Never give up' in North Ndebele?,Translation
Imagine a lost traveler in Christinashire with a magical compass — narrate their journey.,Chat_story
Should I leave a stable job to start a business in Western Sahara?,Chat_advice
Is investing in crypto a safe move in 2025?,Chat_advice
Why do people in Russian Federation avoid eye contact in conversation?,Chat_casual
Write a story about a detective in Lake Johnfort who uncovers a time portal.,Chat_story
Imagine a lost traveler in Dixonfurt with a magical compass — narrate their journey.,Chat_story
What’s a social custom in Pitcairn Islands that confuses foreigners?,Chat_casual
Would moving to Bulgaria for a tech job be worth the culture shock?,Chat_advice
Translate 'Courage is contagious' into Turkmen.,Translation
What’s a social custom in Andorra that confuses foreigners?,Chat_casual
Would moving to Hungary for a tech job be worth the culture shock?,Chat_advice
Write a story about a detective in New Michaelside who uncovers a time portal.,Chat_story
Would moving to Cote d'Ivoire for a tech job be worth the culture shock?,Chat_advice
Tell a story about a robot exploring Jofort in the year 3025.,Chat_story
Tell a story about a robot exploring New Randy in the year 3025.,Chat_story
Would moving to Saint Pierre and Miquelon for a tech job be worth the culture shock?,Chat_advice
What’s a social custom in Israel that confuses foreigners?,Chat_casual
Why do people in Uruguay avoid eye contact in conversation?,Chat_casual
How do you say 'Never give up' in Kashmiri?,Translation
Tell me a fun fact about daily life in Mayotte.,Chat_casual
What’s a social custom in Cape Verde that confuses foreigners?,Chat_casual
Tell me a fun fact about daily life in Turks and Caicos Islands.,Chat_casual
What’s a social custom in Estonia that confuses foreigners?,Chat_casual
Why do people in Jersey avoid eye contact in conversation?,Chat_casual
Tell a story about a robot exploring North Stevenhaven in the year 3025.,Chat_story
Should I leave a stable job to start a business in Honduras?,Chat_advice
Imagine a lost traveler in Lake Christianside with a magical compass — narrate their journey.,Chat_story
How do you say 'Never give up' in Hungarian?,Translation
Tell me a fun fact about daily life in Myanmar.,Chat_casual
What’s a social custom in Indonesia that confuses foreigners?,Chat_casual
Tell a story about a robot exploring East Brittney in the year 3025.,Chat_story
Tell me a fun fact about daily life in Malta.,Chat_casual
Translate 'Courage is contagious' into Assamese.,Translation
Tell a story about a robot exploring Katieland in the year 3025.,Chat_story
Would moving to Guinea-Bissau for a tech job be worth the culture shock?,Chat_advice
Write a story about a detective in Knightmouth who uncovers a time portal.,Chat_story
How do you say 'Never give up' in Turkish?,Translation
Would moving to Heard Island and McDonald Islands for a tech job be worth the culture shock?,Chat_advice
Translate 'Courage is contagious' into Kongo.,Translation
Would moving to United Kingdom for a tech job be worth the culture shock?,Chat_advice
What makes casual greetings unique in Argentina?,Chat_casual
Tell a story about a robot exploring West Jeremy in the year 3025.,Chat_story
Describe a dream where someone wakes up in South Jesseberg during a zombie apocalypse.,Chat_story
Describe a dream where someone wakes up in Lake Jamesshire during a zombie apocalypse.,Chat_story
Tell me a fun fact about daily life in Panama.,Chat_casual
Imagine a lost traveler in Woodsside with a magical compass — narrate their journey.,Chat_story
Translate 'Courage is contagious' into Thai.,Translation
Tell a story about a robot exploring Myersville in the year 3025.,Chat_story
What’s a social custom in Argentina that confuses foreigners?,Chat_casual
Tell a story about a robot exploring Lake Abigailmouth in the year 3025.,Chat_story
Write a story about a detective in Lloydland who uncovers a time portal.,Chat_story
Describe a dream where someone wakes up in Port Jennifershire during a zombie apocalypse.,Chat_story
What makes casual greetings unique in Pitcairn Islands?,Chat_casual
Describe a dream where someone wakes up in North Allenbury during a zombie apocalypse.,Chat_story
