Prompt,Classification
Fix the null pointer exception in this Java snippet.,Code Explanation / Debug
Evaluate the integral of cos(x) / (1 + x^2).,Math
Condense this policy document on education reform.,Summarization
How could blockchain be used in museums?,Miscellaneous
"Tone of this message: sarcastic, serious, or humorous?",Classification
"Is this sentence positive, negative or neutral: 'This product sucks!'",Classification
Should I quit my job and start freelancing in Sao Tome and Principe?,Chat_advice
"Find the eigenvalues of matrix [[3, 2], [2, 3]].",Math
Would moving to Iran improve my tech career?,Chat_advice
Tell me something about greetings in Slovenia.,Chat_casual
I feel extremely anxious before exams. Help?,Chat_emotional_support
How can I emotionally bounce back from failure?,Chat_emotional_support
Create an image of an astronaut sitting on a moon bench.,Image Gen / Vision
Should I quit my job and start freelancing in Liberia?,Chat_advice
How do you say 'You only live once' in Bengali?,Translation
Summarize the major effects of climate change on the Arctic.,Summarization
Summarize a 15-page essay on neural networks in 150 words.,Summarization
Spam or not: 'Get rich quick with zero investment!',Classification
Classify: 'Join our newsletter and win a phone!',Classification
Translate 'Wisdom begins in wonder' into Croatian.,Translation
Should I quit my job and start freelancing in Tanzania?,Chat_advice
What would a time capsule from 2050 contain?,Miscellaneous
Narrate a tale of a talking animal that lives in North Robertfurt.,Chat_story
Solve this quadratic equation: x^2 - 4x + 3 = 0.,Math
Should I invest in crypto or real estate in 2031?,Chat_advice
Describe a robot uprising in the future version of Jasonview.,Chat_story
Generate an image of a neon-lit dragon city.,Image Gen / Vision
Translate 'Wisdom begins in wonder' into Sundanese.,Translation
Should I invest in crypto or real estate in 2023?,Chat_advice
What is a weird yet common tradition in Turkmenistan?,Chat_casual
Explain this recursion logic in merge sort.,Code Explanation / Debug
Invent a futuristic sport played on Mars.,Miscellaneous
What’s in the image: A baby elephant bathing in a waterfall.,Image Gen / Vision
What’s the French word for 'resilience'?,Translation
Find the derivative of ln(x^2 + 1).,Math
Write a story about a traveler lost in East Ericmouth during a revolution.,Chat_story
Write a story about a traveler lost in Gregorybury during a revolution.,Chat_story
Narrate a tale of a talking animal that lives in Thomastown.,Chat_story
Would moving to Benin improve my tech career?,Chat_advice
What’s a creative way to combine chess and storytelling?,Miscellaneous
Why does this Python script throw IndexError?,Code Explanation / Debug
TLDR of the 2023 regulations on internet privacy.,Summarization
Create a short sci-fi plot involving time travel in Deniseton.,Chat_story
Should I quit my job and start freelancing in Samoa?,Chat_advice
Would moving to Liechtenstein improve my tech career?,Chat_advice
Debug this C++ code crashing due to memory leak.,Code Explanation / Debug
Describe this sketch of a biomechanical sea creature.,Image Gen / Vision
Translate 'Wisdom begins in wonder' into Tswana.,Translation
Should I invest in crypto or real estate in 2028?,Chat_advice
What’s a social custom in Palestinian Territory that confuses foreigners?,Chat_casual
Give the Japanese equivalent of 'sky is the limit'.,Translation
Should I quit my job and start freelancing in Antarctica (the territory South of 60 deg S)?,Chat_advice
Translate 'Wisdom begins in wonder' into Luxembourgish.,Translation
Should I quit my job and start freelancing in French Southern Territories?,Chat_advice
I’ve been rejected from multiple jobs. What now?,Chat_emotional_support
What should I do when I’m overwhelmed by loneliness?,Chat_emotional_support
What’s a social custom in Saint Helena that confuses foreigners?,Chat_casual
Tell me something about greetings in Lithuania.,Chat_casual
Is it worth taking a loan to study abroad in 2028?,Chat_advice
What’s a social custom in Anguilla that confuses foreigners?,Chat_casual
Tell me something about greetings in Micronesia.,Chat_casual
Why do people in France avoid eye contact when talking?,Chat_casual
Describe a robot uprising in the future version of Christopherville.,Chat_story
What’s a social custom in Australia that confuses foreigners?,Chat_casual
Narrate a tale of a talking animal that lives in South Michael.,Chat_story
Narrate a tale of a talking animal that lives in Lake Tony.,Chat_story
Would moving to Chile improve my tech career?,Chat_advice
Would moving to French Polynesia improve my tech career?,Chat_advice
Create a short sci-fi plot involving time travel in Jillhaven.,Chat_story
Describe a robot uprising in the future version of Charlesfurt.,Chat_story
Tell me something about greetings in Sweden.,Chat_casual
Why do people in Morocco avoid eye contact when talking?,Chat_casual
Is it worth taking a loan to study abroad in 2032?,Chat_advice
Should I quit my job and start freelancing in Saudi Arabia?,Chat_advice
What is a weird yet common tradition in Haiti?,Chat_casual
Narrate a tale of a talking animal that lives in Larachester.,Chat_story
How do you say 'You only live once' in Komi?,Translation
Narrate a tale of a talking animal that lives in Patriciaberg.,Chat_story
Write a story about a traveler lost in New Benjaminburgh during a revolution.,Chat_story
Translate 'Wisdom begins in wonder' into Dzongkha.,Translation
Describe a robot uprising in the future version of Reedstad.,Chat_story
Narrate a tale of a talking animal that lives in Edwardbury.,Chat_story
Tell me something about greetings in American Samoa.,Chat_casual
Write a story about a traveler lost in West John during a revolution.,Chat_story
How do you say 'You only live once' in Fulah?,Translation
How do you say 'You only live once' in Croatian?,Translation
What’s a social custom in Seychelles that confuses foreigners?,Chat_casual
Why do people in Iceland avoid eye contact when talking?,Chat_casual
Create a short sci-fi plot involving time travel in Lake Cynthia.,Chat_story
What is a weird yet common tradition in French Guiana?,Chat_casual
Describe a robot uprising in the future version of New Robertton.,Chat_story
Why do people in Hungary avoid eye contact when talking?,Chat_casual
Is it worth taking a loan to study abroad in 2021?,Chat_advice
Narrate a tale of a talking animal that lives in West Shannon.,Chat_story
What is a weird yet common tradition in Germany?,Chat_casual
Should I invest in crypto or real estate in 2033?,Chat_advice
Translate 'Wisdom begins in wonder' into Norwegian.,Translation
Describe a robot uprising in the future version of South Angelaside.,Chat_story
Translate 'Wisdom begins in wonder' into Latvian.,Translation
How do you say 'You only live once' in Tswana?,Translation
How do you say 'You only live once' in Malay?,Translation
How do you say 'You only live once' in Latvian?,Translation
Would moving to Greece improve my tech career?,Chat_advice
What is a weird yet common tradition in Kiribati?,Chat_casual
Why do people in Yemen avoid eye contact when talking?,Chat_casual
Create a short sci-fi plot involving time travel in Leblancside.,Chat_story
Tell me something about greetings in Botswana.,Chat_casual
What’s a social custom in Spain that confuses foreigners?,Chat_casual
Tell me something about greetings in Macao.,Chat_casual
Would moving to Montenegro improve my tech career?,Chat_advice
Should I invest in crypto or real estate in 2020?,Chat_advice
